Porosity,Resistivity,Water_Saturation
0.13352000000000003,7.42,0.19648
0.13352000000000003,7.13,0.19648
0.13352000000000003,6.88,0.19648
0.14121,6.65,0.15223
0.14121,7.95,0.15223
0.15140999999999996,7.67,0.15168
0.16161,7.42,0.1512
0.1608,7.18,0.14718
0.1608,6.97,0.14718
0.1608,6.78,0.14718
0.18472,6.62,0.15157
0.18472,8.15,0.15157
0.16794,7.95,0.13927
0.16794,7.759999999999998,0.13927
0.16794,7.59,0.13927
0.15234,7.429999999999999,0.17971
0.15863,7.3,0.13322
0.15863,7.18,0.13322
0.15863,7.08,0.13322
0.15863,7.02,0.13322
0.16445,8.62,0.13983000000000004
0.17747,8.54,0.15956
0.17747,8.47,0.15956
0.17747,8.42,0.15956
0.19109,8.38,0.19235
0.19109,8.349999999999998,0.19235
0.19109,8.349999999999998,0.19235
0.19109,8.37,0.19235
0.19109,8.429999999999998,0.19235
0.19638,8.529999999999998,0.16553
0.19638,10.45,0.16553
0.19638,10.52,0.16553
0.20273,10.61,0.1684
0.2148,10.69,0.20473
0.2148,10.69,0.20473
0.2148,10.69,0.20473
0.2148,10.78,0.20473
0.22987,12.76,0.048964
0.22987,12.76,0.048964
0.13009,12.79,0.11668
0.13009,12.79,0.11668
0.19562,5.18,1.0
0.18315,5.18,1.0
0.18477,5.41,1.0
0.18477,5.41,1.0
0.18477,5.41,1.0
0.18477,6.4,1.0
0.17372,6.4,1.0
0.15269,6.4,1.0
0.15269,7.83,1.0
0.15269,7.83,1.0
0.15269,7.83,1.0
0.1618,8.109999999999998,1.0
0.14302,8.109999999999998,1.0
0.14302,8.109999999999998,1.0
0.14302,8.29,1.0
0.14102,8.29,1.0
0.14102,8.29,1.0
0.14102,8.88,1.0
0.14102,8.88,1.0
0.14624,8.3,1.0
0.14624,7.73,1.0
0.14624,7.73,1.0
0.14624,7.73,1.0
0.14512,9.05,1.0
0.14043000000000003,8.259999999999998,1.0
0.14043000000000003,8.259999999999998,1.0
0.14043000000000003,11.97,1.0
0.14043000000000003,10.04,1.0
0.14135,10.04,1.0
0.14135,9.54,1.0
0.14135,9.54,1.0
0.14135,8.3,1.0
0.16582,7.219999999999998,1.0
0.16582,8.17,1.0
0.15517,7.36,0.99982
0.15517,6.9,0.99982
0.15517,8.13,0.99982
0.15585,7.78,0.99918
0.15585,7.559999999999999,0.99918
0.15585,7.389999999999999,0.99918
0.15585,8.62,0.99918
0.15946,8.32,0.99877
0.15946,8.06,0.99877
0.15946,7.8,0.99877
0.15946,8.849999999999998,0.99877
0.14713,8.439999999999998,0.77526
0.18651,8.06,0.38104
0.18651,7.69,0.38104
0.18651,8.65,0.38104
0.16466,8.189999999999998,0.23803
0.16466,7.78,0.23803
0.14863,7.4,0.29603
0.16466,8.4,0.23803
0.16466,7.98,0.23803
0.15729,7.61,0.24152
0.15729,7.269999999999999,0.24152
0.12846,6.96,0.23448
0.12846,8.109999999999998,0.23448
0.13352000000000003,7.75,0.19648
0.13352000000000003,7.42,0.19648
0.14779,7.13,0.19746
0.13352000000000003,6.88,0.19648
0.14121,8.25,0.15223
0.14121,7.95,0.15223
0.14121,7.67,0.15223
0.14121,7.42,0.15223
0.16161,7.18,0.1512
0.18472,6.97,0.15157
0.18472,6.78,0.15157
0.18472,8.37,0.15157
0.18472,8.15,0.15157
0.16794,7.95,0.13927
0.16794,7.759999999999998,0.13927
0.16794,7.59,0.13927
0.16794,7.429999999999999,0.13927
0.15863,7.3,0.13322
0.15863,7.18,0.13322
0.15863,8.83,0.13322
0.17413999999999996,8.71,0.19796
0.17413999999999996,8.62,0.19796
0.17747,8.54,0.15956
0.17747,8.47,0.15956
0.17747,8.42,0.15956
0.17747,8.38,0.15956
0.19109,8.349999999999998,0.19235
0.19109,8.349999999999998,0.19235
0.19109,10.34,0.19235
0.19109,10.36,0.19235
0.19638,10.4,0.16553
0.20273,10.45,0.1684
0.20273,10.52,0.1684
0.20273,10.61,0.1684
0.2148,10.69,0.20473
0.2148,10.69,0.20473
0.18669,12.76,0.18571
0.2148,12.76,0.20473
0.11586,12.76,0.09684400000000003
0.13009,12.76,0.11668
0.13009,12.79,0.11668
0.13244,12.79,0.12584
0.18315,5.18,1.0
0.18315,5.18,1.0
0.18315,5.41,1.0
0.18477,5.41,1.0
0.18477,5.41,1.0
0.18477,6.4,1.0
0.18477,6.4,1.0
0.15269,6.4,1.0
0.15269,7.83,1.0
0.15269,7.83,1.0
0.14441,7.83,1.0
0.14302,8.109999999999998,1.0
0.14302,8.109999999999998,1.0
0.14302,8.109999999999998,1.0
0.14302,8.29,1.0
0.14102,8.29,1.0
0.14102,8.29,1.0
0.14102,8.88,1.0
0.14102,8.88,1.0
0.14102,8.3,1.0
0.14512,7.73,1.0
0.14512,7.73,1.0
0.14512,7.73,1.0
0.14512,9.05,1.0
0.14043000000000003,8.259999999999998,1.0
0.14043000000000003,8.259999999999998,1.0
0.14043000000000003,11.97,1.0
0.14043000000000003,10.04,1.0
0.14135,10.04,1.0
0.14135,9.54,1.0
0.14135,9.54,1.0
0.14217,8.3,1.0
0.14217,7.219999999999998,1.0
0.15517,8.17,0.99982
0.15517,7.36,0.99982
0.15517,6.9,0.99982
0.15517,8.13,0.99982
0.15585,7.78,0.99918
0.15585,7.559999999999999,0.99918
0.15585,7.389999999999999,0.99918
0.15585,8.62,0.99918
0.15946,8.32,0.99877
0.15459,8.06,0.9497
0.15459,9.29,0.9497
0.15459,8.849999999999998,0.9497
0.15459,8.439999999999998,0.9497
0.18651,8.06,0.38104
0.18651,9.16,0.38104
0.18651,8.65,0.38104
0.18651,8.189999999999998,0.38104
0.16466,7.78,0.23803
0.16466,7.4,0.23803
0.16466,8.4,0.23803
0.16548,7.98,0.27704
0.17333,7.61,0.2105
0.17333,7.269999999999999,0.2105
0.12846,8.509999999999998,0.23448
0.12846,8.109999999999998,0.23448
0.13352000000000003,7.75,0.19648
0.13352000000000003,7.42,0.19648
0.13352000000000003,7.13,0.19648
0.13352000000000003,8.57,0.19648
0.13352000000000003,8.25,0.19648
0.14121,7.95,0.15223
0.14493,7.67,0.14056
0.14493,7.42,0.14056
0.14493,7.18,0.14056
0.15091,8.84,0.13182
0.15091,8.599999999999998,0.13182
0.16781,8.37,0.14269
0.18472,8.15,0.15157
0.16794,7.95,0.13927
0.16794,7.759999999999998,0.13927
0.16794,7.59,0.13927
0.16794,7.429999999999999,0.13927
0.16988,9.14,0.13942
0.17413999999999996,8.97,0.19796
0.17413999999999996,8.83,0.19796
0.17413999999999996,8.71,0.19796
0.17413999999999996,8.62,0.19796
0.17747,8.54,0.15956
0.17747,8.47,0.15956
0.17747,8.42,0.15956
0.17747,8.38,0.15956
0.19109,10.37,0.19235
0.19109,10.35,0.19235
0.18222,10.34,0.16823
0.18222,10.36,0.16823
0.18222,10.4,0.16823
0.20273,10.45,0.1684
0.20273,10.52,0.1684
0.20273,10.61,0.1684
0.20273,12.76,0.1684
0.2148,12.76,0.20473
0.2148,12.76,0.20473
0.11586,12.76,0.09684400000000003
0.11586,12.76,0.09684400000000003
0.13244,12.76,0.12584
0.13244,12.79,0.12584
0.13244,12.79,0.12584
0.16566,5.18,1.0
0.18315,5.18,1.0
0.18315,5.41,1.0
0.18477,5.41,1.0
0.18477,5.41,1.0
0.18477,6.4,1.0
0.18477,6.4,1.0
0.17716,6.4,1.0
0.14441,7.83,1.0
0.14441,7.83,1.0
0.14441,7.83,1.0
0.14441,8.109999999999998,1.0
0.14302,8.109999999999998,1.0
0.14302,8.109999999999998,1.0
0.14302,8.29,1.0
0.14302,8.29,1.0
0.14102,8.29,1.0
0.14102,8.88,1.0
0.1446,8.88,1.0
0.1446,8.3,1.0
0.14512,7.73,1.0
0.14512,7.73,1.0
0.14512,7.73,1.0
0.14512,9.05,1.0
0.14043000000000003,8.259999999999998,1.0
0.14043000000000003,8.259999999999998,1.0
0.14043000000000003,11.97,1.0
0.14043000000000003,10.04,1.0
0.14043000000000003,10.04,1.0
0.14217,9.54,1.0
0.14217,9.54,1.0
0.14217,8.3,1.0
0.14217,9.37,1.0
0.15517,8.17,0.99982
0.15517,7.36,0.99982
0.15517,6.9,0.99982
0.15517,8.13,0.99982
0.15585,7.78,0.99918
0.15585,7.559999999999999,0.99918
0.15585,7.389999999999999,0.99918
0.16014,8.62,0.7715499999999998
0.16014,8.32,0.7715499999999998
0.15459,8.06,0.9497
0.16059,9.29,0.89666
0.15459,8.849999999999998,0.9497
0.15459,8.439999999999998,0.9497
0.18651,8.06,0.38104
0.18651,9.16,0.38104
0.18651,8.65,0.38104
0.18651,8.189999999999998,0.38104
0.16466,7.78,0.23803
0.16548,8.87,0.27704
0.16548,8.4,0.27704
0.16548,7.98,0.27704
0.16548,7.61,0.27704
0.12846,7.269999999999999,0.23448
0.1509,8.509999999999998,0.22071
0.12846,8.109999999999998,0.23448
0.12846,7.75,0.23448
0.13352000000000003,7.42,0.19648
0.13352000000000003,8.929999999999998,0.19648
0.13352000000000003,8.57,0.19648
0.13423,8.25,0.15918
0.14493,7.95,0.14056
0.14493,7.67,0.14056
0.14493,7.42,0.14056
0.14493,9.11,0.14056
0.15091,8.84,0.13182
0.15091,8.599999999999998,0.13182
0.15091,8.37,0.13182
0.18472,8.15,0.15157
0.18472,7.95,0.15157
0.16794,7.759999999999998,0.13927
0.16988,7.59,0.13942
0.16988,9.32,0.13942
0.16988,9.14,0.13942
0.17080999999999996,8.97,0.12813
0.17080999999999996,8.83,0.12813
0.17080999999999996,8.71,0.12813
0.17413999999999996,8.62,0.19796
0.17747,8.54,0.15956
0.17747,8.47,0.15956
0.17747,10.5,0.15956
0.20591,10.420000000000002,0.17982999999999996
0.20591,10.37,0.17982999999999996
0.18222,10.35,0.16823
0.18222,10.34,0.16823
0.18222,10.36,0.16823
0.18222,10.4,0.16823
0.20273,10.45,0.1684
0.20273,12.84,0.1684
0.20273,12.8,0.1684
0.20273,12.76,0.1684
0.2148,12.76,0.20473
0.12703,12.76,0.12461
0.12703,12.76,0.12461
0.12703,12.76,0.12461
0.12703,12.76,0.12461
0.13244,15.99,0.12584
0.16287,15.99,0.1036
0.18315,5.18,1.0
0.18315,5.18,1.0
0.18315,5.41,1.0
0.18477,5.41,1.0
0.18138,5.41,1.0
0.18138,6.4,1.0
0.18138,6.4,1.0
0.18138,6.4,1.0
0.14441,7.83,1.0
0.15428,7.83,1.0
0.14441,7.83,1.0
0.14441,8.109999999999998,1.0
0.14302,8.109999999999998,1.0
0.14302,8.109999999999998,1.0
0.14302,8.29,1.0
0.13075,8.29,1.0
0.1446,8.29,1.0
0.1446,8.88,1.0
0.1446,8.88,1.0
0.1446,8.3,1.0
0.1446,7.73,1.0
0.14512,7.73,1.0
0.14512,7.73,1.0
0.14512,9.05,1.0
0.14512,8.259999999999998,1.0
0.14043000000000003,8.259999999999998,1.0
0.13562,11.97,1.0
0.13562,10.04,1.0
0.13562,10.04,1.0
0.14217,9.54,1.0
0.14217,9.54,1.0
0.14217,8.3,1.0
0.14217,9.37,1.0
0.15517,8.17,0.99982
0.15517,7.36,0.99982
0.15517,6.9,0.99982
0.15517,8.13,0.99982
0.14306,7.78,0.99838
0.16014,7.559999999999999,0.7715499999999998
0.16014,8.98,0.7715499999999998
0.16014,8.62,0.7715499999999998
0.16014,8.32,0.7715499999999998
0.15459,8.06,0.9497
0.15459,9.29,0.9497
0.15459,8.849999999999998,0.9497
0.15459,8.439999999999998,0.9497
0.18651,8.06,0.38104
0.18651,9.16,0.38104
0.18477,8.65,0.3204
0.18477,8.189999999999998,0.3204
0.18477,7.78,0.3204
0.16548,8.87,0.27704
0.14824,8.4,0.30315
0.16548,7.98,0.27704
0.13099,7.61,0.33613
0.12846,8.96,0.23448
0.12846,8.509999999999998,0.23448
0.12846,8.109999999999998,0.23448
0.12846,7.75,0.23448
0.13423,9.35,0.15918
0.13423,8.929999999999998,0.15918
0.13423,8.57,0.15918
0.13423,8.25,0.15918
0.13423,7.95,0.15918
0.14493,7.67,0.14056
0.16273,9.4,0.16359
0.14493,9.11,0.14056
0.14493,8.84,0.14056
0.15091,8.599999999999998,0.13182
0.15091,8.37,0.13182
0.15709,8.15,0.12391
0.17586,7.95,0.14662
0.16988,9.77,0.13942
0.16988,9.54,0.13942
0.16633,9.32,0.13276
0.16988,9.14,0.13942
0.17080999999999996,8.97,0.12813
0.17080999999999996,8.83,0.12813
0.17080999999999996,8.71,0.12813
0.17413999999999996,8.62,0.19796
0.17413999999999996,10.76,0.19796
0.20591,10.61,0.17982999999999996
0.20591,10.5,0.17982999999999996
0.20591,10.420000000000002,0.17982999999999996
0.20591,10.37,0.17982999999999996
0.18222,10.35,0.16823
0.18222,10.34,0.16823
0.1567,10.36,0.10614
0.18222,13.02,0.16823
0.20273,12.91,0.1684
0.20273,12.84,0.1684
0.20273,12.8,0.1684
0.1284,12.76,0.12884
0.1284,12.76,0.12884
0.12703,12.76,0.12461
0.12703,12.76,0.12461
0.12703,16.12,0.12461
0.12703,16.12,0.12461
0.13244,15.99,0.12584
0.13244,15.99,0.12584
0.18315,5.22,1.0
0.18315,5.22,1.0
0.1639,5.3,1.0
0.1639,5.3,1.0
0.18138,5.3,1.0
0.18138,6.22,1.0
0.18138,6.22,1.0
0.18138,6.22,1.0
0.14441,7.58,1.0
0.14441,7.58,1.0
0.14441,7.58,1.0
0.14441,7.88,1.0
0.14302,7.88,1.0
0.13075,7.88,1.0
0.13075,8.21,1.0
0.13075,8.21,1.0
0.13075,8.21,1.0
0.1446,8.81,1.0
0.1446,8.81,1.0
0.1446,8.279999999999998,1.0
0.1446,7.469999999999998,1.0
0.14512,7.469999999999998,1.0
0.14512,7.469999999999998,1.0
0.14512,8.62,1.0
0.13019,7.83,1.0
0.13562,7.83,1.0
0.13562,11.13,1.0
0.13562,9.37,1.0
0.13562,9.37,1.0
0.13562,8.929999999999998,1.0
0.14217,8.929999999999998,1.0
0.14217,7.849999999999999,1.0
0.14217,9.15,1.0
0.14217,8.009999999999998,1.0
0.15517,7.3,0.99982
0.14306,7.05,0.99838
0.14306,8.37,0.99838
0.14306,8.34,0.99838
0.16014,8.41,0.7715499999999998
0.16014,9.88,0.7715499999999998
0.16414,9.81,0.77626
0.16014,9.7,0.7715499999999998
0.15459,9.53,0.9497
0.15459,10.48,0.9497
0.15459,10.02,0.9497
0.15459,9.51,0.9497
0.16934,10.29,0.77099
0.18477,9.62,0.3204
0.18477,9.01,0.3204
0.18477,8.46,0.3204
0.18477,9.29,0.3204
0.16548,8.74,0.27704
0.16548,8.269999999999998,0.27704
0.16548,7.86,0.27704
0.13099,8.939999999999998,0.33613
0.12846,8.49,0.23448
0.12846,8.099999999999998,0.23448
0.13147,7.74,0.22884
0.13147,9.02,0.22884
0.13147,8.609999999999998,0.22884
0.13423,8.24,0.15918
0.13671,7.889999999999999,0.23395
0.13423,7.57,0.15918
0.13423,7.269999999999999,0.15918
0.14493,8.64,0.14056
0.14493,8.31,0.14056
0.14493,7.99,0.14056
0.15607,7.69,0.14735
0.15709,7.4,0.12391
0.15709,7.15,0.12391
0.15709,6.92,0.12391
0.17586,8.33,0.14662
0.17586,8.04,0.14662
0.16988,7.769999999999999,0.13942
0.16988,7.53,0.13942
0.16988,7.33,0.13942
0.16988,7.16,0.13942
0.17080999999999996,7.04,0.12813
0.17267,8.699999999999998,0.14535999999999996
0.17267,8.5,0.14535999999999996
0.17267,8.349999999999998,0.14535999999999996
0.16659,8.24,0.11361
0.16659,8.17,0.11361
0.16659,8.13,0.11361
0.20591,8.12,0.17982999999999996
0.18222,8.14,0.16823
0.18222,10.37,0.16823
0.18222,10.31,0.16823
0.1567,10.3,0.10614
0.14245,10.33,0.11157
0.1284,10.420000000000002,0.12884
0.1284,10.54,0.12884
0.1284,10.68,0.12884
0.1284,10.68,0.12884
0.12703,13.420000000000003,0.12461
0.16151,13.36,0.10279
0.12703,13.36,0.12461
0.12703,13.36,0.12461
0.13244,13.35,0.12584
0.13244,13.35,0.12584
0.1639,5.22,1.0
0.1639,5.22,1.0
0.1639,5.3,1.0
0.1639,5.3,1.0
0.18138,5.3,1.0
0.18138,6.22,1.0
0.18138,6.22,1.0
0.18138,6.22,1.0
0.14441,7.58,1.0
0.14441,7.58,1.0
0.1274,7.58,1.0
0.1274,7.88,1.0
0.1274,7.88,1.0
0.13075,7.88,1.0
0.13075,8.21,1.0
0.13075,8.21,1.0
0.13075,8.21,1.0
0.1446,8.81,1.0
0.1446,8.81,1.0
0.1446,8.279999999999998,1.0
0.1446,7.469999999999998,1.0
0.13019,7.469999999999998,1.0
0.13019,7.469999999999998,1.0
0.13019,8.62,1.0
0.13019,7.83,1.0
0.13019,7.83,1.0
0.13562,11.13,1.0
0.13562,9.37,1.0
0.13562,9.37,1.0
0.13562,8.929999999999998,1.0
0.14217,8.929999999999998,1.0
0.14217,7.849999999999999,1.0
0.14434,9.15,0.99917
0.14434,8.009999999999998,0.99917
0.14306,7.3,0.99838
0.14306,8.66,0.99838
0.14306,8.37,0.99838
0.14306,8.34,0.99838
0.14306,8.41,0.99838
0.16014,9.88,0.7715499999999998
0.16014,9.81,0.7715499999999998
0.16014,9.7,0.7715499999999998
0.16014,10.9,0.7715499999999998
0.14716,10.48,0.9875
0.14716,10.02,0.9875
0.16934,9.51,0.77099
0.16934,10.29,0.77099
0.18477,9.62,0.3204
0.18477,9.01,0.3204
0.15377,8.46,0.36137
0.18477,9.29,0.3204
0.16548,8.74,0.27704
0.16548,8.269999999999998,0.27704
0.13099,7.86,0.33613
0.13213,8.939999999999998,0.27898
0.13213,8.49,0.27898
0.13147,8.099999999999998,0.22884
0.13147,7.74,0.22884
0.13147,9.02,0.22884
0.15772,8.609999999999998,0.46509
0.13919,8.24,0.30606
0.13919,7.889999999999999,0.30606
0.13423,7.57,0.15918
0.13423,8.99,0.15918
0.14493,8.64,0.14056
0.15607,8.31,0.14735
0.15607,7.99,0.14735
0.15607,7.69,0.14735
0.15607,7.4,0.14735
0.15709,8.99,0.12391
0.16647,8.65,0.13591
0.15709,8.33,0.12391
0.17586,8.04,0.14662
0.16988,7.769999999999999,0.13942
0.16988,7.53,0.13942
0.16988,7.33,0.13942
0.17193,9.23,0.13632
0.17267,8.939999999999998,0.14535999999999996
0.17267,8.699999999999998,0.14535999999999996
0.17267,8.5,0.14535999999999996
0.17267,8.349999999999998,0.14535999999999996
0.17267,8.24,0.14535999999999996
0.16659,8.17,0.11361
0.16659,8.13,0.11361
0.16659,10.6,0.11361
0.16659,10.48,0.11361
0.1567,10.37,0.10614
0.14245,10.31,0.11157
0.14245,10.3,0.11157
0.14245,10.33,0.11157
0.1284,10.420000000000002,0.12884
0.1284,10.54,0.12884
0.1284,13.420000000000003,0.12884
0.1284,13.420000000000003,0.12884
0.12703,13.420000000000003,0.12461
0.12703,13.36,0.12461
0.12703,13.36,0.12461
0.12703,13.36,0.12461
0.12892,13.35,0.12612000000000004
0.13411,13.35,0.093179
0.1639,5.22,1.0
0.1639,5.22,1.0
0.15815,5.22,1.0
0.1639,5.3,1.0
0.1639,5.3,1.0
0.18138,6.22,1.0
0.18138,6.22,1.0
0.18138,6.22,1.0
0.13541,7.58,1.0
0.1274,7.58,1.0
0.1274,7.58,1.0
0.1274,7.88,1.0
0.1274,7.88,1.0
0.13075,7.88,1.0
0.13075,8.21,1.0
0.13075,8.21,1.0
0.13075,8.21,1.0
0.1446,8.81,1.0
0.1446,8.81,1.0
0.12898,8.279999999999998,1.0
0.12898,7.469999999999998,1.0
0.12898,7.469999999999998,1.0
0.13019,7.469999999999998,1.0
0.13019,8.62,1.0
0.13019,7.83,1.0
0.13019,7.83,1.0
0.13562,11.13,1.0
0.13562,9.37,1.0
0.13562,9.37,1.0
0.13562,8.929999999999998,1.0
0.14434,8.929999999999998,0.99917
0.14434,7.849999999999999,0.99917
0.14434,9.15,0.99917
0.14434,8.009999999999998,0.99917
0.14434,7.3,0.99917
0.14306,8.66,0.99838
0.14306,8.37,0.99838
0.14306,8.34,0.99838
0.14306,8.41,0.99838
0.16014,9.88,0.7715499999999998
0.16014,9.81,0.7715499999999998
0.14114,9.7,0.99488
0.14114,10.9,0.99488
0.14716,10.48,0.9875
0.14716,10.02,0.9875
0.16934,9.51,0.77099
0.16934,10.29,0.77099
0.16934,9.62,0.77099
0.18477,9.01,0.3204
0.18477,9.94,0.3204
0.18477,9.29,0.3204
0.1863,8.74,0.32056
0.13213,8.269999999999998,0.27898
0.13213,9.45,0.27898
0.13213,8.939999999999998,0.27898
0.13213,8.49,0.27898
0.13147,8.099999999999998,0.22884
0.13147,9.48,0.22884
0.1446,9.02,0.35769
0.15772,8.609999999999998,0.46509
0.13919,8.24,0.30606
0.13919,7.889999999999999,0.30606
0.12407000000000003,9.36,0.27988
0.14004,8.99,0.16497
0.14004,8.64,0.16497
0.15607,8.31,0.14735
0.15736,7.99,0.17002
0.15607,7.69,0.14735
0.15607,9.34,0.14735
0.15709,8.99,0.12391
0.15709,8.65,0.12391
0.15709,8.33,0.12391
0.15709,8.04,0.12391
0.16425,7.769999999999999,0.10676
0.16425,9.85,0.10676
0.16425,9.53,0.10676
0.16425,9.23,0.10676
0.17193,8.939999999999998,0.13632
0.17267,8.699999999999998,0.14535999999999996
0.17426,8.5,0.11904
0.17267,8.349999999999998,0.14535999999999996
0.17267,11.01,0.14535999999999996
0.16659,10.88,0.11361
0.16659,10.74,0.11361
0.15204,10.6,0.10583
0.15204,10.48,0.10583
0.14245,10.37,0.11157
0.14245,10.31,0.11157
0.14743,10.3,0.09685800000000003
0.14245,10.33,0.11157
0.14245,13.49,0.11157
0.1284,13.47,0.12884
0.1284,13.420000000000003,0.12884
0.1284,13.420000000000003,0.12884
0.1284,13.420000000000003,0.12884
0.12892,13.36,0.12612000000000004
0.12892,13.36,0.12612000000000004
0.12892,13.36,0.12612000000000004
0.12892,16.33,0.12612000000000004
0.18112,16.33,0.091702
0.17405,5.22,1.0
0.1639,5.22,1.0
0.1639,5.22,1.0
0.1639,5.3,1.0
0.1639,5.3,1.0
0.16284,6.22,1.0
0.16284,6.22,1.0
0.16284,6.22,1.0
0.13541,7.58,1.0
0.1274,7.58,1.0
0.1274,7.58,1.0
0.13223,7.88,1.0
0.1274,7.88,1.0
0.1274,7.88,1.0
0.13075,8.21,1.0
0.13075,8.21,1.0
0.1257,8.21,1.0
0.1257,8.81,1.0
0.12898,8.81,1.0
0.12898,8.279999999999998,1.0
0.12898,7.469999999999998,1.0
0.12898,7.469999999999998,1.0
0.13019,7.469999999999998,1.0
0.13019,8.62,1.0
0.13019,7.83,1.0
0.13019,7.83,1.0
0.13562,11.13,1.0
0.15998,9.37,0.99976
0.15998,9.37,0.99976
0.15998,8.929999999999998,0.99976
0.15998,8.929999999999998,0.99976
0.14434,7.849999999999999,0.99917
0.14434,9.15,0.99917
0.14434,8.009999999999998,0.99917
0.14434,7.3,0.99917
0.14306,8.66,0.99838
0.14306,8.37,0.99838
0.14306,8.34,0.99838
0.14409,8.41,0.9966600000000002
0.14114,9.88,0.99488
0.14114,9.81,0.99488
0.14114,9.7,0.99488
0.14114,10.9,0.99488
0.14114,10.48,0.99488
0.14716,10.02,0.9875
0.16934,9.51,0.77099
0.16934,10.29,0.77099
0.16934,9.62,0.77099
0.18477,9.01,0.3204
0.1863,9.94,0.32056
0.1863,9.29,0.32056
0.12778,8.74,0.31605
0.13213,8.269999999999998,0.27898
0.13213,9.45,0.27898
0.16289999999999996,8.939999999999998,0.35138
0.13213,8.49,0.27898
0.13213,8.099999999999998,0.27898
0.13147,9.48,0.22884
0.15772,9.02,0.46509
0.15772,8.609999999999998,0.46509
0.13466,8.24,0.37596
0.12407000000000003,9.73,0.27988
0.12407000000000003,9.36,0.27988
0.12407000000000003,8.99,0.27988
0.14004,8.64,0.16497
0.15607,8.31,0.14735
0.15607,7.99,0.14735
0.15607,9.69,0.14735
0.15607,9.34,0.14735
0.15709,8.99,0.12391
0.15709,8.65,0.12391
0.16264999999999996,8.33,0.11935
0.16264999999999996,8.04,0.11935
0.16264999999999996,10.16,0.11935
0.16425,9.85,0.10676
0.16808999999999996,9.53,0.12188
0.16425,9.23,0.10676
0.16425,8.939999999999998,0.10676
0.17584,8.699999999999998,0.0932
0.17584,11.23,0.0932
0.17267,11.13,0.14535999999999996
0.17267,11.01,0.14535999999999996
0.15204,10.88,0.10583
0.15204,10.74,0.10583
0.15204,10.6,0.10583
0.15204,10.48,0.10583
0.15204,10.37,0.10583
0.14245,10.31,0.11157
0.14245,13.46,0.11157
0.14245,13.49,0.11157
0.14245,13.49,0.11157
0.1284,13.47,0.12884
0.1284,13.420000000000003,0.12884
0.13166000000000003,13.420000000000003,0.11577
0.18381,13.420000000000003,0.10995
0.18204,13.36,0.11669
0.18204,16.37,0.11669
0.15548,16.37,0.1206
0.18204,16.33,0.11669
0.18204,16.33,0.11669
0.17405,5.26,1.0
0.1639,5.26,1.0
0.1639,5.26,1.0
0.15085,5.21,1.0
0.15085,5.21,1.0
0.16284,5.21,1.0
0.16284,6.1,1.0
0.14386,6.1,1.0
0.13541,6.1,1.0
0.13541,7.38,1.0
0.1274,7.38,1.0
0.1274,7.7,1.0
0.1274,7.7,1.0
0.1274,7.7,1.0
0.1257,8.15,1.0
0.1257,8.15,1.0
0.1257,8.15,1.0
0.1257,8.81,1.0
0.12898,8.81,1.0
0.12898,8.39,1.0
0.12898,7.349999999999999,1.0
0.12898,7.349999999999999,1.0
0.12898,7.349999999999999,1.0
0.13019,8.31,1.0
0.13019,7.63,1.0
0.15781,7.63,1.0
0.15781,10.670000000000002,1.0
0.15998,9.14,0.99976
0.15998,9.14,0.99976
0.15998,8.81,0.99976
0.15998,8.81,0.99976
0.14434,7.92,0.99917
0.14434,9.45,0.99917
0.14434,8.47,0.99917
0.14434,7.99,0.99917
0.14409,9.5,0.9966600000000002
0.14409,9.65,0.9966600000000002
0.14409,10.06,0.9966600000000002
0.14409,11.76,0.9966600000000002
0.14409,11.97,0.9966600000000002
0.14114,12.02,0.99488
0.14728,11.8,0.92959
0.14114,12.2,0.99488
0.14114,11.39,0.99488
0.14716,10.43,0.9875
0.16934,10.43,0.77099
0.19498,9.41,0.77341
0.19498,8.5,0.77341
0.1863,7.75,0.32056
0.1863,8.179999999999998,0.32056
0.15704,7.61,0.31873
0.12778,7.16,0.31605
0.12778,6.81,0.31605
0.13213,7.62,0.27898
0.13213,7.3,0.27898
0.13213,7.04,0.27898
0.13213,8.12,0.27898
0.13466,7.83,0.37596
0.13466,7.559999999999999,0.37596
0.13466,7.309999999999999,0.37596
0.13466,8.509999999999998,0.37596
0.12407000000000003,8.22,0.27988
0.12407000000000003,7.94,0.27988
0.13206,7.65,0.21895
0.14004,7.36,0.16497
0.14004,7.06,0.16497
0.15607,8.37,0.14735
0.15607,8.05,0.14735
0.16125,7.719999999999998,0.13889
0.16125,7.38,0.13889
0.16264999999999996,7.05,0.11935
0.16264999999999996,6.73,0.11935
0.16264999999999996,8.25,0.11935
0.16264999999999996,7.9,0.11935
0.16425,7.57,0.10676
0.16425,7.25,0.10676
0.16425,6.97,0.10676
0.16425,8.949999999999998,0.10676
0.17584,8.71,0.0932
0.16877,8.49,0.089907
0.16877,8.3,0.089907
0.16877,8.13,0.089907
0.16877,8.0,0.089907
0.15204,7.9,0.10583
0.16053,7.84,0.099337
0.15204,10.63,0.10583
0.15204,10.59,0.10583
0.14245,10.56,0.11157
0.14245,10.55,0.11157
0.14245,10.57,0.11157
0.14534,10.64,0.08267299999999998
0.18381,10.74,0.10995
0.18381,10.86,0.10995
0.18381,10.86,0.10995
0.18381,14.08,0.10995
0.18381,14.07,0.10995
0.18204,14.07,0.11669
0.18204,14.07,0.11669
0.18204,14.08,0.11669
0.18204,14.08,0.11669
